ZIP_CODE,REGION,County,ResponseId,DistributionChannel,Q1.Intro,Q3.Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45,,,,,,,,,,
92021,SouthernCalifornia,San Diego,R_27rLjtV6iorwLFM,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Evacuation planning,Home hardening",,"Field tours to local properties,Reading factsheets,Watching short videos",,Email,,Suburban,0-5 acres,,,,,,,,,,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_3im95KxYvN4UGuU,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,Cost-share agreements",Other (please specify),State water reduction cost share program,,,,"Defensible space,Home hardening,Prescribed fire planning and implementation",,"Community events or town halls,Webinars",,Email,,,,,,,,Woman,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_2rSMsKcYsf7t1wO,qr,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Evacuation planning,Prescribed fire planning and implementation",,"Community events or town halls,Other (please specify)","Getting our Enci it’s city council to acknowledge and take wild fires, evacuation and preparation seriously. ",Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use,Recreation,Wildlife habitat",,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_1jZdfdAGG6ogMwZ,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources",,No,,,,,,,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Watching short videos,Webinars",,"Email,Mail,Website",,Rural,21-100 acres,"Farming and/or agriculture,Livestock/grazing",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_20ZM3mA33JCNKbn,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Other (please specify),"As we can't evacuate, I worry how we will be able to do this work once the ban on gas equipment goes into effect--it takes weeks of 8+ hour/day mowing/weed wacking to prepare for fire!",Out of pocket,,,Unsure,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Defensible space,Home hardening",,,,"Email,In-person,Newspaper,Website",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_3kbnduUuNYo94Qf,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,No,,,,,,,,No,"Help preparing my property to conduct a prescribed burn,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail,Radio,Telephone,Text Message,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_6KimJgBYn9HKvWp,anonymous,Yes,No,Retrofitted home with ignition and/or ember resistant materials,"Cost,Lack of knowledge, information, or resources,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Evacuation planning,Home hardening",,"Reading factsheets,Watching short videos,Webinars",,"Email,Mail,Newspaper",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Man,,White,,English,,Prefer not to state,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_9TZh03q9HgkOO7n,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Other (please specify)","have wooden eves, would like to stucco over.",Yes,Other (please specify):,I redid 1/3 acre 12 yrs ago with fire and low water in mind.,Did some myself and hired a contractor,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,,,"Defensible space,Ecosystem restoration,Evacuation planning,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_x9DFienvNUGgjq9,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Lack of knowledge, information, or resources",,No,,,,,,,,No,,,"Evacuation planning,Reducing health impacts from wildfire smoke",,"Reading factsheets,Webinars",,"Email,Text Message",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_8CHdPXTCjh1NOmZ,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Mail,Text Message,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_qEolkeAcGZV8bSh,anonymous,Yes,No,Purchased an air filtration system for home to use during wildfire smoke events,Other (please specify),Don’t think need,Yes,Removal of medium and large trees through timber harvest,,Hired a contractor,,Out of pocket,,,No,,,"Evacuation planning,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,Webinars,,Email,,,,,,,,Woman,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_22sOZbJOCCvGubJ,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints,Lack of knowledge, information, or resources",,No,,,,,,,,No,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Watching short videos",,"In-person,Mail,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_2ruTsdibLydRGfZ,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did it myself,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,In-person workshops",,"Email,In-person,Text Message",,,,,,,,,,,,,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_2TuZ6em0maz7pyG,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Lack of knowledge, information, or resources",,No,,,,,,,,,,,"Ecosystem restoration,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Mail,Newspaper,Website",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
92024,SouthernCalifornia,San Diego,R_zfo63hcPqbVC69X,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Permitting for fuels mitigation work",,"Field tours to local properties,In-person workshops,Webinars",,Email,,,,,,,,Prefer not to answer,,Prefer not to answer,,English,,,,,,,,,,,,
92025,SouthernCalifornia,San Diego,R_1JWaWP7JlOlNGGE,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,Other (please specify):,Pruning back shrubs and trees,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Ecosystem restoration,Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,Webinars",,"Email,Website",,Suburban,0-5 acres,Other (please specify),90 Valencia orange trees for needy.r needy.icked by volunteers ,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
92027,SouthernCalifornia,San Diego,R_3gRNURmn6nvEu0V,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Communicating with my landlord or property manager,,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Home hardening,Prescribed fire planning and implementation",,"Field tours to local properties,Webinars",,Email,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,Prefer not to answer,Woman,,Asian,,English,,Prefer not to state,,,,,,,,,,
92028,SouthernCalifornia,San Diego,R_1rxjQpreJ3nq3S7,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Evacuation planning,Home hardening,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets",,"Email,Radio,Social media ,Text Message,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,Other (please specify),East Indian ,English,,"$50,000 - $100,000 per year",,,,,,,,,,
92028,SouthernCalifornia,San Diego,R_CkO8JbtY7ZoiIfv,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,Other (please explain),,Defensible space,,Community events or town halls,,Email,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,Yes,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
