Progress,Duration (in seconds),Finished,ResponseId,Q1-Intro,Q3-Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q35_8_TEXT,Q14-FNR,Q36,County,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45
100,681,TRUE,R_yOXbbQKiTUjzWrT,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Home hardening",,"Field tours to local properties,In-person workshops",,"Email,In-person,Text Message",,,Yes,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,51-60,Man,,Prefer not to answer,,English,,"$100,001 - $150,000 per year"
100,585,TRUE,R_WclcSnDuiBE5i49,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Local and/or Homeowners Association rules and regulations,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,Reading factsheets,,Email,,,,94928,Sonoma,Suburban,0-5 acres,Other (please specify),1/4 acre lot in a neighborhood,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,1524,TRUE,R_1jZdfdAGG6ogMwZ,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources",,No,,,,,,,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Watching short videos,Webinars",,"Email,Mail,Website",,,,92024,San Diego,Rural,21-100 acres,"Farming and/or agriculture,Livestock/grazing",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,587,TRUE,R_2xKHDrv7qURoEoH,Yes,No,"No, I have not completed home retrofitting or remodeling",,,Yes,Weed trimming and/or mowing grass,,Did it myself,,Out of pocket,,,No,,,"Permitting for fuels mitigation work,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,,,"Email,Website",,,,95062,Santa Cruz,Suburban,21-100 acres,"Not applicable, my property is only used for residential use,Other (please specify)",We are a multi-family 300-unit condo complex,No,61-70,Woman,,White,,English,,"Less than $50,000 per year"
100,2248,TRUE,R_1jU08pUDSVY2TXq,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Evacuation planning,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Telephone,Text Message,Website",,,Yes,,,,,,,,,,,,,,,
100,1323,TRUE,R_2VjPBV2EKbrTd8w,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,Grants",Other (please specify),Nevada County OES storm microgrant 2022,Yes,"Information about planning and implementation,Labor resources,Other (please explain)",Workshops to share implementation experiences,"Ecosystem restoration,Other (please specify)",Forest & WUI resilience over time,"Field tours to local properties,Webinars",,"Email,Mail,Website",,,,95945,Nevada,,,,,,,Woman,,White,,English,,
100,458,TRUE,R_3qlplB3oZxRQt0x,Yes,Yes,,,,,,,,,,,,,,,Available grants for fuels reduction treatments and how to apply,,Community events or town halls,,"Email,In-person,Mail,Social media ,Text Message,Website",,,Yes,,,Suburban,0-5 acres,Wildlife habitat,,No,61-70,Woman,,Prefer not to answer,,English,,Prefer not to state
100,968,TRUE,R_2uyBKWrm0hX9wGu,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Evacuation planning,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,In-person",,,,95060,Santa Cruz,Suburban,0-5 acres,"Not applicable, my property is only used for residential use,Other (please specify)",I also maintain 100 acres of county open space between our homes,No,Over 70,Man,,Other (please specify),Human,English,,"Greater than $150,000 per year"
100,942,TRUE,R_3R2QQJg5FK9zBXn,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"Field tours to local properties,In-person workshops,Webinars",,"Email,Mail,Social media ,Telephone",,,Yes,,,,,,,,,Man,,"Hispanic, Latino/a/x, or other Spanish origin,White",,English,,
100,2042,TRUE,R_20ZM3mA33JCNKbn,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Other (please specify),"As we can't evacuate, I worry how we will be able to do this work once the ban on gas equipment goes into effect--it takes weeks of 8+ hour/day mowing/weed wacking to prepare for fire!",Out of pocket,,,Unsure,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Defensible space,Home hardening",,,,"Email,In-person,Newspaper,Website",,,,92024,San Diego,,,,,,,Woman,,White,,English,,
100,630,TRUE,R_2OGU40TrdnPszVc,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops",,Email,,,Yes,,,Rural,101-1000 acres,"Farming and/or agriculture,Livestock/grazing,Wildlife habitat",,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year"
100,727,TRUE,R_2sdvWmPswSgCBEh,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints,Time",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening",,"Community events or town halls,In-person workshops",,Email,,,,94563,Contra Costa,,,,,,,,,,,,,
100,428,TRUE,R_DIzG5CgWmThPuVz,Yes,Yes,,,,,,,,,,,,,,,"Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,Webinars",,Email,,,Yes,,,,,,,,,Woman,,"Black or African American,White",,English,,
100,1752,TRUE,R_YRecCGxZZ7SC2e5,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house","Cost,Lack of knowledge, information, or resources,Other (please specify)",sourcong products and materials,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass,Other (please specify):",    replacing vegetation next to house with less flambible vegetation and materials,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Post-wildfire recovery,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets",,"Email,In-person,Website",,,,95949,Nevada,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,White,,English,,"Greater than $150,000 per year"
100,710,TRUE,R_1r9saOzJkGgInL0,Yes,Yes,,,,,,,,,,,,,,,"Prescribed fire planning and implementation,Other (please specify)",ecological impacts of grazing; cost-benefit of smoke abatement litigation versus wildfire emissions,"Community events or town halls,Field tours to local properties,In-person workshops",,Email,,,Yes,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,416,TRUE,R_1JUxWekvpeveGgH,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,Grazing for fuels reduction,,"Community events or town halls,Field tours to local properties,In-person workshops",,"Email,Website",,,,95066,Santa Cruz,,,,,,,Man,,White,,"English,Other (please specify)",French,
100,1148,TRUE,R_wTAr6BLahARIq9X,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Other (please specify),We are fortunate - none of the above.,Yes,"Weed trimming and/or mowing grass,Other (please specify):","Year after year of contracted tree work and about 4 times per growing season, a full mowing.",Other (please specify),Hired workers @$30-35/hour weekly throughout the year.,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Post-wildfire recovery",,Watching short videos,,Email,,,,95006,Santa Cruz,,,,,,,Man,,Other (please specify),Italian-american,English,,
100,970,TRUE,R_1mmdDgEuyG9mVgC,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Time,,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Evacuation planning,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,Reading factsheets,,"Email,Website",,,,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,"Asian,White",,English,,"$100,001 - $150,000 per year"
